"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2019,131748610,107364822,45,"C",12,,""
2019,131748619,107364826,45,"C",13,,""
2019,131752437,107364826,27,"C",13,,""
2019,131748631,107372727,41,"C",8,,""
2019,131757157,107364863,28,"C",18,,""
2019,131757169,107364875,35,"C",41,,""
2019,131757168,107364875,16,"C",41,,""
2019,131748681,107364880,45,"C",20,,""
2019,131757175,107364881,51,"C",4,,""
2019,131748722,107364904,45,"C",5,,""
2019,131757211,107364917,45,"C",23,,""
2019,131757213,107364918,27,"C",20,,""
2019,131748753,107372817,51,"C",20,,""
2019,131757230,107364930,51,"C",46,,""
2019,131757229,107364930,16,"C",13,,""
2019,131757246,107364944,51,"C",20,,""
2019,131757258,107372841,5,"C",20,,""
2019,131757262,107364960,60,"C",14,,""
2019,131757267,107364965,5,"C",5,,""
2019,131757275,107364972,49,"C",20,,"N"
2019,131748807,107364973,45,"C",4,,""
2019,131748591,107372695,45,"C",20,,""
2019,131757095,107364810,51,"C",20,,""
2019,131752441,107368351,51,"C",20,,""
2019,131752442,107368351,5,"C",20,,""
2019,131757126,107364837,16,"C",13,,""
2019,131757127,107364839,23,"C",8,,""
2019,140572914,115748960,49,"C",20,,"N"
2019,140572915,115748961,45,"C",6,,""
2019,140572916,115748962,14,"C",20,,""
2019,140572917,115748963,45,"C",20,,""
2019,140572918,115748964,14,"C",20,,""
2019,140572920,115748966,49,"C",20,,"N"
2019,140572922,115748968,45,"C",23,,""
2019,140572923,115748969,5,"C",18,,""
2019,140572926,115748972,5,"C",21,,""
2019,140572925,115748972,45,"C",21,,""
2019,140572928,115748973,29,"C",20,,""
2019,140572929,115748973,36,"C",20,,""
2019,140572930,115748974,51,"C",20,,""
2019,140572931,115748975,5,"C",18,,""
2019,140565522,115747471,51,"C",20,,""
2019,140565525,115747474,40,"C",20,,""
2019,140571178,115747484,51,"C",20,,""
2019,140571201,115747499,16,"C",20,,""
2019,140571226,115747517,51,"C",20,,""
2019,140571231,115747522,27,"C",20,,""
2019,140571234,115747525,27,"C",4,,""
2019,140568636,115747531,49,"C",20,,"N"
2019,140571244,115747532,51,"C",20,,""
2019,140571249,115747536,51,"C",20,,""
2019,140568648,115747538,45,"C",20,,""
2019,140568662,115747550,27,"C",20,,""
2019,140571264,115747554,27,"C",20,,""
2019,140571268,115747557,51,"C",20,,""
2019,140571271,115747560,23,"C",12,,""
2019,140568682,115747561,44,"C",20,,""
2019,140571276,115747566,51,"C",25,,""
2019,140571281,115747569,27,"C",13,,""
2019,140568699,115747574,23,"C",8,,""
2019,140571288,115747577,27,"C",13,,""
2019,140571293,115747582,51,"C",3,,""
2019,140571299,115747587,5,"C",20,,""
2019,140571304,115747591,40,"C",17,,""
2019,140568716,115747596,5,"C",20,,""
2019,140568715,115747596,49,"C",20,,"F"
2019,140568714,115747596,45,"C",18,,""
2019,140571322,115747607,23,"C",8,,""
2019,140571325,115747610,51,"C",20,,""
2019,140571326,115745798,14,"C",13,,""
2019,140571337,115747618,5,"C",20,,""
2019,140571336,115747618,49,"C",20,,"F"
2019,140571340,115747620,5,"C",20,,""
2019,140571339,115747620,44,"C",20,,""
2019,140568771,115747621,16,"C",13,,""
2019,140572932,115748977,45,"C",23,,""
2019,140572934,115748979,50,"A",20,,""
2019,140572935,115748979,5,"C",20,,""
2019,140572936,115748980,45,"C",20,,""
2019,140572937,115748981,45,"C",20,,""
2019,140572939,115748983,45,"C",3,,""
2019,140572940,115748984,45,"C",4,,""
2019,140572941,115748985,7,"C",18,,""
2019,140572942,115748986,45,"C",20,,""
2019,140572943,115748987,5,"C",20,,""
2019,140572944,115748988,5,"C",2,,""
2019,140572945,115748989,44,"C",20,,""
2019,140572946,115748990,51,"C",20,,""
2019,140572947,115748991,11,"C",21,,""
2019,140572949,115748993,45,"C",23,,""
2019,140572950,115748994,23,"C",8,,""
2019,140572951,115748995,45,"C",25,,""
2019,140572952,115748996,5,"C",20,,""
2019,140572954,115748998,5,"C",20,,""
2019,140572957,115749000,51,"C",20,,""
2019,140572958,115749001,45,"C",20,,""
2019,140572959,115749002,45,"C",20,,""
2019,140572960,115749003,59,"C",14,,""
2019,140572961,115749004,41,"C",20,,""
2019,140572962,115749005,5,"C",13,,""
2019,140572964,115749007,45,"C",20,,""
2019,140572965,115749008,49,"C",20,,"N"
2019,140572966,115749009,45,"C",3,,""
2019,140572967,115749010,44,"C",20,,""
2019,140572968,115749011,41,"C",23,,""
2019,140572969,115749012,49,"A",20,,"F"
2019,140572970,115749013,45,"C",20,,""
2019,140572971,115749014,5,"C",20,,""
2019,140572973,115749016,45,"C",20,,""
2019,140572974,115749017,44,"C",20,,""
2019,140572976,115749019,45,"C",20,,""
2019,140572977,115749020,5,"C",20,,""
2019,140572978,115749021,45,"C",21,,""
2019,140572979,115749022,23,"C",12,,""
2019,140572980,115749023,45,"C",23,,""
2019,140572982,115749025,45,"C",23,,""
2019,140572983,115749026,5,"C",13,,""
2019,140572985,115749028,11,"C",25,,""
2019,140572987,115749030,45,"C",20,,""
2019,140572988,115749031,41,"C",23,,""
2019,140572989,115749032,7,"C",14,,""
2019,140572991,115749033,51,"C",20,,""
2019,140572994,115749036,23,"C",7,,""
2019,140572995,115749037,45,"C",20,,""
2019,140572998,115749039,20,"C",13,,""
2019,140572999,115749040,46,"C",20,,""
2019,140573005,115749044,5,"C",23,,""
2019,140573004,115749044,14,"C",23,,""
2019,140573009,115749048,46,"C",20,,""
2019,140573011,115749050,45,"C",23,,""
2019,140573013,115749052,45,"C",23,,""
2019,140573014,115749053,45,"C",23,,""
2019,140573015,115749054,11,"C",23,,""
2019,140573016,115749055,49,"C",20,,"N"
2019,140573021,115749062,45,"C",8,,""
2019,140573022,115749063,23,"C",24,,""
2019,140573024,115749065,45,"C",20,,""
2019,140573027,115749068,45,"C",20,,""
2019,140568496,115747446,36,"C",20,,""
2019,140568495,115747446,27,"C",20,,""
2019,140561155,115747465,21,"C",20,,""
2019,140561169,115747476,51,"C",18,,""
2019,140565532,115747477,21,"C",20,,""
2019,140565544,115747480,49,"C",35,,"F"
2019,140565545,115747480,5,"C",35,,""
2019,138494781,113389238,51,"C",20,,""
2019,138485397,113383824,40,"C",21,,""
2019,138503255,113389269,51,"C",20,,""
2019,140565404,115738923,20,"C",20,,""
2019,140561113,115747431,5,"C",24,,""
2019,140561112,115747431,49,"C",24,,"F"
2019,140561116,115747434,11,"C",7,,""
2019,140561142,115747455,27,"C",18,,""
2019,140568519,115747459,51,"C",20,,""
2019,140568518,115747459,27,"C",18,,""
2019,140561151,115747457,51,"C",18,,""
2019,140568516,115745594,46,"C",46,,""
2019,140568543,115747482,40,"C",20,,""
2019,140568542,115747482,36,"C",20,,""
2019,140571189,115747492,5,"C",20,,""
2019,140571188,115747492,27,"C",20,,""
2019,140571194,115747495,5,"C",24,,""
2019,140571200,115747498,5,"C",20,,""
2019,140571198,115747498,21,"C",20,,""
2019,140571199,115747498,49,"C",20,,"F"
2019,140571212,115747507,49,"C",5,,"F"
2019,140571213,115747507,5,"C",5,,""
2019,140571218,115747512,11,"C",2,,""
2019,140571219,115747512,45,"C",2,,""
2019,140571220,115747513,51,"C",20,,""
2019,140571227,115747518,45,"C",24,,""
2019,140571230,115747521,46,"C",20,,""
2019,140571233,115747524,23,"C",8,,""
2019,140571236,115747529,51,"C",13,,""
2019,140568640,115747535,27,"C",18,,""
2019,140568641,115747535,5,"C",13,,""
2019,140571252,115747539,5,"C",20,,""
2019,140571251,115747539,49,"A",20,,"F"
2019,140571255,115747542,49,"C",20,,"N"
2019,140571257,115747544,51,"C",20,,""
2019,140568654,115747546,23,"C",12,,""
2019,140571262,115747552,14,"C",13,,""
2019,140571266,115747556,51,"C",1,,""
2019,140571270,115747558,23,"C",24,,""
2019,140571275,115747564,23,"C",23,,""
2019,140568687,115745741,56,"C",20,,""
2019,140571282,115747570,36,"C",20,,""
2019,140571289,115747578,51,"C",13,,""
2019,140571297,115747585,39,"C",13,,""
2019,140571305,115747593,27,"C",20,,""
2019,140571306,115747594,5,"C",20,,""
2019,140571310,115747598,5,"C",20,,""
2019,140571309,115747598,49,"C",20,,"F"
2019,140568730,115747602,49,"C",20,,"N"
2019,140568728,115747602,35,"C",18,,""
2019,140571314,115747603,28,"C",13,,""
2019,140571319,115747604,45,"C",46,,""
2019,140571318,115747604,41,"C",8,,""
2019,140571323,115747608,51,"C",20,,""
2019,140571330,115747612,45,"C",5,,""
2019,140571332,115747614,45,"C",30,,""
2019,140568755,115747617,49,"C",5,,"N"
2019,140571338,115747619,45,"C",5,,""
2019,140571341,115745819,36,"C",20,,""
2019,140568776,115747624,14,"C",20,,""
2019,140571344,115747625,49,"C",20,,"N"
2019,140571348,115747628,51,"C",18,,""
2019,140571347,115747628,45,"C",18,,""
2019,140568798,115747632,51,"C",13,,""
2019,140568799,115747632,5,"C",13,,""
2019,140571357,115747636,44,"C",20,,""
2019,140571360,115747638,16,"C",18,,""
2019,140571361,115747638,35,"C",18,,""
2019,140571363,115747642,27,"C",13,,""
2019,140571364,115747642,5,"C",13,,""
2019,140568826,115745869,49,"C",21,,"F"
2019,140568834,115747644,11,"C",2,,""
2019,140568835,115747644,45,"A",2,,""
2019,140571368,115745883,51,"C",20,,""
2019,140571369,115747647,51,"C",20,,""
2019,140571371,115747648,51,"C",20,,""
2019,140571372,115747650,51,"C",13,,""
2019,140568859,115745898,8,"A",20,,""
2019,140568867,115747656,51,"C",20,,""
2019,140568868,115747656,5,"C",20,,""
2019,140568871,115747658,56,"C",20,,""
2019,140571388,115747666,49,"C",20,,"F"
2019,140571389,115747666,5,"C",20,,""
2019,140571390,115747667,45,"C",25,,""
2019,140571391,115747668,27,"C",18,,""
2019,140571394,115747669,27,"C",20,,""
2019,140571395,115747670,5,"C",20,,""
2019,140571396,115747671,51,"C",20,,""
2019,140571397,115747672,51,"C",13,,""
2019,140571398,115747673,51,"C",20,,""
2019,140571399,115747674,27,"C",20,,""
2019,140571400,115747674,51,"C",20,,""
2019,140568955,115745984,51,"C",20,,""
2019,140568965,115747676,40,"C",13,,""
2019,140571404,115747677,5,"C",18,,""
2019,140571406,115747679,2,"C",20,,""
2019,140571407,115747680,51,"C",20,,""
2019,140568983,115747681,45,"C",5,,""
2019,140571408,115747682,5,"C",20,,""
2019,140571413,115747685,51,"C",20,,""
2019,140571423,115747692,51,"C",20,,""
2019,140569015,115747694,51,"C",3,,""
2019,140571427,115747697,51,"C",20,,""
2019,140571429,115747699,51,"C",20,,""
2019,140571431,115747701,11,"C",20,,""
2019,140571433,115747703,45,"C",20,,""
2019,140571435,115747705,45,"C",20,,""
2019,140571436,115747706,51,"C",13,,""
2019,140571440,115747710,20,"C",20,,""
2019,140571444,115747714,45,"C",23,,""
2019,140569049,115747716,21,"C",6,,""
2019,140571447,115747718,56,"C",20,,""
2019,140571450,115747720,5,"C",20,,""
2019,140571451,115747721,51,"C",20,,""
2019,140571452,115747722,5,"C",23,,""
2019,140569060,115747723,5,"C",20,,""
2019,140571457,115747725,51,"C",3,,""
2019,140571456,115747725,29,"C",3,,""
2019,140569064,115747726,49,"C",20,,"F"
2019,140569065,115747726,5,"C",20,,""
2019,140571458,115747727,36,"C",20,,""
2019,140571460,115747729,27,"C",20,,""
2019,140571461,115747729,5,"C",20,,""
2019,140571462,115747730,51,"C",18,,""
2019,140571467,115747733,5,"C",20,,""
2019,140571466,115747733,27,"C",20,,""
2019,140571469,115747735,14,"C",13,,""
2019,140571474,115747739,14,"C",20,,""
2019,140571475,115747739,5,"C",20,,""
2019,140571478,115747742,5,"C",20,,""
2019,140571483,115747745,51,"C",20,,""
2019,140571484,115747746,5,"C",21,,""
2019,140571485,115747747,27,"C",20,,""
2019,140571487,115747750,39,"C",20,,""
2019,140571489,115747752,5,"C",20,,""
2019,140571494,115747757,27,"C",20,,""
2019,140571495,115747758,5,"C",20,,""
2019,140571499,115747761,49,"C",20,,"F"
2019,140571500,115747761,5,"C",20,,""
2019,140571501,115747762,5,"C",13,,""
2019,140571503,115747764,39,"C",18,,""
2019,140571502,115747764,27,"C",20,,""
2019,140571505,115747766,51,"C",20,,""
2019,140571507,115747768,5,"C",20,,""
2019,140571511,115747771,49,"C",20,,"N"
2019,140571512,115747771,5,"C",20,,""
2019,140571513,115747772,51,"C",13,,""
2019,140571514,115747773,51,"C",20,,""
2019,140571515,115747774,45,"C",20,,""
2019,140571519,115747776,5,"C",20,,""
2019,140571526,115747781,5,"C",20,,""
2019,140571529,115747783,39,"C",5,,""
2019,140571531,115747785,45,"C",20,,""
2019,140571534,115747787,49,"C",20,,"N"
2019,140571536,115747789,14,"C",18,,""
2019,140571539,115747792,5,"C",24,,""
2019,140571538,115747792,49,"C",24,,"N"
2019,140571541,115747794,5,"C",13,,""
2019,140571540,115747794,14,"C",13,,""
2019,140571542,115747795,39,"C",5,,""
2019,140571543,115747795,5,"C",5,,""
2019,140571544,115747796,14,"C",13,,""
2019,140571545,115747797,51,"C",20,,""
2019,140571547,115747799,45,"C",14,,""
2019,140571554,115747804,14,"C",13,,""
2019,140571555,115747805,5,"C",41,,""
2019,140571558,115747808,14,"C",13,,""
2019,140571561,115747810,5,"C",5,,""
2019,140571560,115747810,14,"C",5,,""
2019,140571564,115747813,14,"C",13,,""
2019,140571566,115747814,51,"C",20,,""
2019,140571568,115747817,5,"C",20,,""
2019,140571567,115747817,51,"C",20,,""
2019,140571570,115747818,7,"C",20,,""
2019,140571573,115747822,44,"C",7,,""
2019,140571575,115747824,45,"C",8,,""
2019,140571576,115747825,23,"C",8,,""
2019,140571580,115747830,41,"C",8,,""
2019,140571582,115747832,49,"C",20,,"N"
2019,140571584,115747834,45,"C",20,,""
2019,140571585,115747834,51,"C",20,,""
2019,140571587,115747837,56,"C",20,,""
2019,140571589,115747838,5,"C",20,,""
2019,140571588,115747838,44,"C",13,,""
2019,140571591,115747840,5,"C",20,,""
2019,140571594,115747842,5,"C",20,,""
2019,140571593,115747842,49,"C",20,,"F"
2019,140571596,115747844,16,"C",18,,""
2019,140571600,115747848,27,"C",20,,""
2019,140571601,115747848,5,"C",20,,""
2019,140571602,115747849,5,"C",20,,""
2019,140571604,115747851,51,"C",20,,""
2019,140571606,115747853,51,"C",20,,""
2019,140571611,115747856,49,"C",20,,"N"
2019,140571610,115747856,14,"C",20,,""
2019,140571614,115747859,5,"C",13,,""
2019,140571613,115747859,51,"C",13,,""
2019,140571615,115747860,14,"C",20,,""
2019,140571616,115747861,44,"C",14,,""
2019,140571617,115747862,5,"C",18,,""
2019,140571618,115747863,45,"C",8,,""
2019,140571619,115747864,51,"C",3,,""
2019,140571620,115747865,49,"C",41,,"F"
2019,140571621,115747865,5,"C",41,,""
2019,140571624,115747868,23,"C",8,,""
2019,140571629,115747871,5,"C",13,,""
2019,140571630,115747872,7,"C",18,,""
2019,140571631,115747872,5,"C",18,,""
2019,140571634,115747875,5,"C",20,,""
2019,140571635,115747877,27,"C",20,,""
2019,140571636,115747877,45,"C",20,,""
2019,140571637,115747878,51,"C",20,,""
2019,140571639,115747880,23,"C",8,,""
2019,140571641,115747882,51,"C",20,,""
2019,140571643,115747885,16,"C",20,,""
2019,140571644,115747885,35,"A",20,,""
2019,140571646,115747887,16,"C",13,,""
2019,140571648,115747888,16,"C",13,,""
2019,140571649,115747889,5,"C",7,,""
2019,140571650,115747890,27,"C",20,,""
2019,140571651,115747890,44,"C",20,,""
2019,140571652,115747891,51,"C",14,,""
2019,140571653,115747892,14,"C",20,,""
2019,140571655,115747893,5,"C",20,,""
2019,140571654,115747893,51,"C",20,,""
2019,140571656,115747894,5,"C",20,,""
2019,140571659,115747897,51,"C",20,,""
2019,140571660,115747899,14,"C",13,,""
2019,140571661,115747900,51,"C",20,,""
2019,140571662,115747901,5,"C",11,,""
2019,140571663,115747902,5,"C",20,,""
2019,140571666,115747904,14,"C",20,,""
2019,140571667,115747905,29,"C",20,,""
2019,140571668,115747905,56,"C",20,,""
2019,140571670,115747906,5,"C",20,,""
2019,140571669,115747906,45,"C",20,,""
2019,140571672,115747908,49,"C",20,,"F"
2019,140571673,115747908,5,"C",20,,""
2019,140571674,115747909,14,"C",20,,""
2019,140571675,115747910,41,"C",20,,""
2019,140571676,115747911,49,"C",25,,"F"
2019,140571677,115747912,20,"C",20,,""
2019,140571679,115747915,5,"C",20,,""
2019,140571680,115747916,41,"C",20,,""
2019,140571681,115747917,14,"C",20,,""
2019,140571682,115747918,5,"C",13,,""
2019,140571683,115747919,27,"C",18,,""
2019,140571685,115747920,49,"C",20,,"F"
2019,140571684,115747920,45,"C",20,,""
2019,140571686,115747920,5,"C",20,,""
2019,140571687,115747921,14,"C",20,,""
2019,140571688,115747922,14,"C",18,,""
2019,140571689,115747923,51,"C",20,,""
2019,140571690,115747924,51,"C",20,,""
2019,140571691,115747925,45,"C",23,,""
2019,140571692,115747926,45,"C",20,,""
2019,140571693,115747927,5,"C",23,,""
2019,140571694,115747928,45,"C",20,,""
2019,140571695,115747928,5,"C",20,,""
2019,140571696,115747929,5,"C",5,,""
2019,140571697,115747930,5,"C",20,,""
2019,140571698,115747931,51,"C",20,,""
2019,140571701,115747933,44,"C",20,,""
2019,140571702,115747934,51,"C",13,,""
2019,140571703,115747935,35,"C",13,,""
2019,140571704,115747937,51,"C",20,,""
2019,140571705,115747937,5,"C",13,,""
2019,140571706,115747938,5,"C",20,,""
2019,140571708,115747940,51,"C",20,,""
2019,140571710,115747943,29,"C",20,,""
2019,140571711,115747943,27,"C",20,,""
2019,140571713,115747946,23,"C",23,,""
2019,140571714,115747947,14,"C",13,,""
2019,140571716,115747949,51,"C",41,,""
2019,140571718,115747951,51,"C",20,,""
2019,140571719,115747953,51,"C",20,,""
2019,140571721,115747955,5,"C",20,,""
2019,140571723,115747958,49,"C",20,,"F"
2019,140571724,115747958,5,"C",20,,""
2019,140571725,115747959,7,"C",20,,""
2019,140571728,115747960,21,"C",13,,""
2019,140571730,115747963,49,"C",20,,"N"
2019,140571732,115747965,51,"C",18,,""
2019,140571733,115747966,11,"A",29,,""
2019,140571735,115747968,51,"C",12,,""
2019,140571738,115747971,27,"C",20,,""
2019,140571739,115747972,45,"C",20,,""
2019,140571741,115747974,2,"A",2,,""
2019,140571745,115747976,49,"A",20,,"N"
2019,140571747,115747978,51,"C",20,,""
2019,140571750,115747981,16,"C",15,,""
2019,140571751,115747981,51,"C",13,,""
2019,140571749,115747981,27,"C",41,,""
2019,140571755,115747983,51,"C",20,,""
2019,140571759,115747986,40,"C",18,,""
2019,140571758,115747986,29,"C",18,,""
2019,140571762,115747989,51,"C",20,,""
2019,140571765,115747991,15,"C",13,,""
2019,140571767,115747992,35,"C",13,,""
2019,140571766,115747992,16,"C",13,,""
2019,140571768,115747993,15,"C",13,,""
2019,140571769,115747994,15,"C",13,,""
2019,140571770,115747995,15,"C",13,,""
2019,140571771,115747996,51,"C",20,,""
2019,140571772,115747996,5,"C",20,,""
2019,140571773,115747997,15,"C",13,,""
2019,140571774,115747998,51,"C",20,,""
2019,140571775,115747999,15,"C",13,,""
2019,140571776,115748000,51,"C",20,,""
2019,140571777,115748001,49,"C",12,,"F"
2019,140571778,115748001,5,"C",12,,""
2019,140571780,115748002,5,"C",20,,""
2019,140571779,115748002,51,"C",20,,""
2019,140571781,115748003,56,"C",20,,""
2019,140571782,115748004,39,"C",13,,""
2019,140571783,115748005,51,"C",20,,""
2019,140571784,115748006,49,"C",21,,"F"
2019,140571785,115748006,5,"C",21,,""
2019,140571787,115748008,5,"C",13,,""
2019,140571790,115748011,5,"C",20,,""
2019,140571791,115748012,5,"C",20,,""
2019,140571793,115748013,5,"C",20,,""
2019,140571792,115748013,49,"A",20,,"F"
2019,140571794,115748014,5,"C",18,,""
2019,140571795,115748015,41,"C",23,,""
2019,140571796,115748016,41,"C",14,,""
2019,140571797,115748017,45,"C",8,,""
2019,140571798,115748018,5,"C",18,,""
2019,140571799,115748019,27,"C",20,,""
2019,140571800,115748020,49,"C",2,,"F"
2019,140571801,115748020,5,"C",2,,""
2019,140571802,115748021,5,"C",20,,""
2019,140571803,115748023,49,"C",20,,"N"
2019,140571804,115748023,5,"C",20,,""
2019,140571806,115748025,5,"C",20,,""
2019,140571807,115748026,44,"C",20,,""
2019,140571811,115748029,44,"C",20,,""
2019,140571813,115748031,45,"C",25,,""
2019,140571814,115748032,51,"C",20,,""
2019,140571816,115748033,35,"C",18,,""
2019,140571815,115748033,23,"C",8,,""
2019,140571817,115748033,44,"C",18,,""
2019,140571818,115748034,5,"C",20,,""
2019,140571820,115748036,35,"C",13,,""
2019,140571819,115748036,16,"C",13,,""
2019,140571821,115748037,51,"C",20,,""
2019,140571822,115748037,5,"C",20,,""
2019,140571824,115748039,5,"C",13,,""
2019,140571827,115748041,51,"C",20,,""
2019,140571831,115748043,51,"C",18,,""
2019,140571830,115748043,2,"C",18,,""
2019,140571834,115748046,27,"C",13,,""
2019,140571835,115748050,51,"C",18,,""
2019,140571837,115748052,2,"C",13,,""
2019,140571839,115748054,40,"C",13,,""
2019,140571841,115748056,27,"C",20,,""
2019,140571842,115748057,5,"C",20,,""
2019,140571844,115748059,49,"C",20,,"N"
2019,140571845,115748060,45,"C",18,,""
2019,140571846,115748061,27,"C",20,,""
2019,140571847,115748061,5,"C",20,,""
2019,140571848,115748062,45,"C",14,,""
2019,140571849,115748062,51,"C",14,,""
2019,140571850,115748063,51,"C",20,,""
2019,140571851,115748065,21,"C",20,,""
2019,140571854,115748067,5,"C",18,,""
2019,140571855,115748068,45,"C",20,,""
2019,140571856,115748069,7,"C",20,,""
2019,140571857,115748070,23,"C",8,,""
2019,140571859,115748072,51,"C",20,,""
2019,140571860,115748073,45,"C",20,,""
2019,140571861,115748074,14,"C",13,,""
2019,140571862,115748074,7,"C",13,,""
2019,140571865,115748075,45,"C",5,,""
2019,140571866,115748076,45,"C",20,,""
2019,140571868,115748077,5,"C",20,,""
2019,140571867,115748077,49,"C",20,,"F"
2019,140571869,115748078,5,"C",20,,""
2019,140571871,115748080,51,"C",20,,""
2019,140571873,115748082,21,"C",36,,""
2019,140571874,115748083,5,"C",20,,""
2019,140571876,115748084,5,"C",20,,""
2019,140571875,115748084,51,"C",20,,""
2019,140571880,115748086,23,"C",8,,""
2019,140571882,115748088,5,"C",18,,""
2019,140571884,115748089,44,"C",23,,""
2019,140571885,115748089,51,"C",23,,""
2019,140571887,115748091,51,"C",20,,""
2019,140571888,115748092,51,"C",20,,""
2019,140571893,115748096,5,"C",20,,""
2019,140571895,115748098,5,"C",20,,""
2019,140571899,115748101,39,"C",13,,""
2019,140571898,115748101,40,"C",13,,""
2019,140571900,115748102,51,"C",13,,""
2019,140571902,115748103,45,"C",3,,""
2019,140571904,115748105,27,"C",20,,""
2019,140571906,115748107,51,"C",13,,""
2019,140571908,115748108,51,"C",15,,""
2019,140571909,115748109,21,"C",20,,""
2019,140571912,115748111,14,"C",20,,""
2019,140571913,115748111,5,"C",20,,""
2019,140571914,115748112,51,"C",20,,""
2019,140571916,115748113,51,"C",20,,""
2019,140571917,115748114,51,"C",20,,""
2019,140571918,115748115,51,"C",20,,""
2019,140571919,115748116,51,"C",20,,""
2019,140571920,115748117,49,"C",20,,"N"
2019,140571921,115748118,23,"C",12,,""
2019,140571922,115748119,51,"C",20,,""
2019,140571924,115748120,5,"C",20,,""
2019,140571923,115748120,51,"C",20,,""
2019,140571925,115748121,5,"C",41,,""
2019,140571926,115748122,44,"C",20,,""
2019,140571927,115748123,14,"C",20,,""
2019,140571928,115748124,5,"C",20,,""
2019,140571929,115748125,23,"C",8,,""
2019,140571930,115748126,51,"C",20,,""
2019,140571931,115748126,5,"C",20,,""
2019,140571932,115748127,27,"C",23,,""
2019,140571934,115748129,27,"C",13,,""
2019,140571935,115748129,5,"C",13,,""
2019,140571936,115748130,39,"C",13,,""
2019,140571937,115748131,5,"C",20,,""
2019,140571938,115748132,39,"C",13,,""
2019,140571942,115748136,5,"C",20,,""
2019,140571941,115748136,51,"C",20,,""
2019,140571943,115748138,51,"C",20,,""
2019,140571944,115748139,35,"C",13,,""
2019,140571945,115748140,51,"C",20,,""
2019,140571946,115748141,5,"C",20,,""
2019,140571947,115748142,14,"C",20,,""
2019,140571949,115748143,16,"C",18,,""
2019,140571950,115748144,49,"A",20,,"N"
2019,140571951,115748145,45,"C",20,,""
2019,140571952,115748146,45,"C",20,,""
2019,140571953,115748147,5,"C",13,,""
2019,140571957,115748148,5,"C",20,,""
2019,140571954,115748148,28,"C",13,,""
2019,140571955,115748148,21,"C",20,,""
2019,140571956,115748148,49,"C",20,,"N"
2019,140571958,115748149,40,"C",13,,""
2019,140571959,115748150,45,"C",42,,""
2019,140571960,115748151,45,"C",20,,""
2019,140571961,115748152,41,"C",23,,""
2019,140571962,115748153,21,"C",13,,""
2019,140571963,115748154,51,"C",20,,""
2019,140571966,115748156,14,"C",20,,""
2019,140571971,115748158,2,"C",7,,""
2019,140571972,115748159,51,"C",20,,""
2019,140571973,115748160,49,"C",20,,"N"
2019,140571974,115748161,44,"C",20,,""
2019,140571975,115748162,5,"C",20,,""
2019,140571977,115748164,45,"C",3,,""
2019,140571979,115748166,5,"C",41,,""
2019,140571980,115748167,23,"C",8,,""
2019,140571981,115748168,16,"C",13,,""
2019,140571982,115748168,35,"C",13,,""
2019,140571984,115748169,35,"C",21,,""
2019,140571983,115748169,16,"C",21,,""
2019,140571985,115748170,16,"C",13,,""
2019,140571986,115748171,27,"C",20,,""
2019,140571987,115748172,27,"C",13,,""
2019,140571988,115748172,39,"C",13,,""
2019,140571989,115748173,5,"C",20,,""
2019,140571990,115748174,51,"C",20,,""
2019,140571991,115748175,16,"C",13,,""
2019,140571994,115748178,5,"C",23,,""
2019,140571996,115748180,45,"A",41,,""
2019,140571998,115748182,21,"C",13,,""
2019,140572001,115748186,49,"A",41,,"N"
2019,140572002,115748187,21,"C",41,,""
2019,140572004,115748189,36,"C",20,,""
2019,140572006,115748190,46,"C",2,,""
2019,140572005,115748190,45,"C",2,,""
2019,140572007,115748191,5,"C",41,,""
2019,140572009,115748193,46,"C",20,,""
2019,140572012,115748195,5,"C",24,,""
2019,140572011,115748195,49,"C",24,,"F"
2019,140572013,115748196,14,"C",20,,""
2019,140572014,115748198,23,"C",24,,""
2019,140572015,115748199,44,"C",20,,""
2019,140572016,115748200,23,"C",12,,""
2019,140572018,115748202,45,"C",20,,""
2019,140572019,115748203,45,"C",20,,""
2019,140572020,115748204,49,"C",20,,"N"
2019,140572021,115748205,5,"C",18,,""
2019,140572023,115748206,5,"C",20,,""
2019,140572022,115748206,49,"C",20,,"F"
2019,140572024,115748207,46,"C",20,,""
2019,140572025,115748208,45,"C",8,,""
2019,140572026,115748209,40,"C",21,,""
2019,140572027,115748210,14,"C",20,,""
2019,140572028,115748211,14,"C",13,,""
2019,140572030,115748212,5,"C",13,,""
2019,140572029,115748212,14,"C",13,,""
2019,140572032,115748213,5,"C",18,,""
2019,140572031,115748213,14,"C",18,,""
2019,140572033,115748214,23,"C",8,,""
2019,140572034,115748215,39,"C",20,,""
2019,140572035,115748216,45,"C",12,,""
2019,140572039,115748218,39,"C",13,,""
2019,140572038,115748218,35,"C",13,,""
2019,140572037,115748218,16,"C",13,,""
2019,140572040,115748219,51,"C",38,,""
2019,140572041,115748220,5,"C",20,,""
2019,140572042,115748221,49,"C",20,,"N"
2019,140572043,115748222,5,"C",20,,""
2019,140572044,115748223,45,"C",20,,""
2019,140572045,115748223,51,"C",20,,""
2019,140572046,115748224,29,"C",20,,""
2019,140572047,115748224,51,"C",20,,""
